N,P,K,pH,temperature,humidity,rainfall,crop,fertilizer,quantity
147,51,78,7.27,35.85,47.82,1731.39,5,1,10.4
85,31,50,5.5,32.51,39.38,2112.68,6,1,46.2
133,59,77,5.51,28.37,70.08,1913.01,1,3,12.599999999999998
32,30,57,7.02,20.52,46.7,1781.82,6,5,59.6
20,55,70,7.55,35.64,33.77,1766.36,4,5,50.5
108,66,14,8.01,26.98,83.58,1524.52,4,2,43.2
29,14,16,7.91,36.69,32.97,2676.37,4,5,81.69999999999999
146,61,84,8.36,17.63,46.28,538.49,6,6,5.300000000000001
73,40,112,6.83,29.63,44.42,2204.39,5,5,22.299999999999994
90,42,15,8.13,38.06,31.41,2106.11,1,2,55.4
69,56,38,7.73,21.22,39.91,374.72,4,2,48.3
78,12,60,8.08,38.54,78.89,807.76,1,1,50.0
25,62,90,4.55,21.77,32.25,2405.59,5,5,38.9
128,65,37,8.36,23.13,31.39,854.57,5,2,28.299999999999997
51,27,66,6.39,34.19,68.04,1817.66,3,5,51.199999999999996
72,37,72,7.69,17.82,35.34,434.4,6,1,39.5
127,24,47,5.01,31.18,52.29,824.07,4,1,36.9
88,59,92,6.08,18.95,30.13,2694.43,3,5,20.099999999999998
102,42,58,5.59,27.81,51.74,1213.03,0,5,34.599999999999994
21,37,117,5.67,33.28,49.08,2456.46,1,5,36.8
62,55,21,4.99,10.78,66.76,1539.71,4,2,57.5
59,81,54,7.72,12.65,59.95,1102.36,1,5,37.4
23,10,111,4.54,38.03,70.71,1786.38,3,5,46.7
94,80,92,5.75,34.47,86.15,1695.13,4,4,12.0
124,64,106,5.2,36.31,77.71,2957.38,6,0,2.1999999999999993
141,67,54,6.86,23.17,86.01,1164.4,5,1,17.0
33,87,14,5.52,31.49,33.25,2030.35,3,5,59.400000000000006
118,30,74,5.54,39.95,89.42,2130.73,0,1,27.0
128,65,44,6.45,22.98,49.32,1953.75,4,3,25.5
150,79,44,7.11,35.4,46.6,1541.85,2,3,14.700000000000001
40,26,40,4.99,12.38,54.21,2393.73,5,5,65.2
80,87,45,5.2,26.32,77.0,2350.92,4,0,32.9
21,16,49,5.49,20.0,87.26,2885.3,5,5,70.3
29,88,108,8.39,25.69,63.25,2935.5,3,5,22.699999999999996
110,81,49,6.09,13.42,39.26,802.7,1,5,24.1
137,69,70,6.9,21.03,42.84,2032.44,5,6,11.2
95,57,21,5.47,12.3,54.32,2598.13,0,2,47.0
99,19,91,6.46,23.59,51.95,2894.47,0,1,29.200000000000003
27,50,101,4.8,23.25,44.3,599.69,4,5,37.5
120,28,22,4.64,19.89,81.01,2857.44,6,1,47.800000000000004
108,71,39,6.37,38.45,46.81,831.3,4,2,31.700000000000003
66,75,49,6.09,12.49,65.57,1802.86,6,0,39.1
101,17,26,5.05,34.75,58.76,2032.01,6,1,55.199999999999996
143,39,82,7.25,20.65,85.41,2662.65,4,1,13.599999999999998
27,45,112,8.47,15.98,67.74,2450.29,3,5,34.599999999999994
49,59,31,6.08,18.18,49.93,2816.68,6,5,56.199999999999996
110,11,65,7.0,37.06,68.32,2404.64,3,1,38.7
135,14,71,8.35,34.75,49.13,1148.46,3,1,27.900000000000002
124,55,66,7.83,10.47,35.45,700.78,2,6,20.900000000000002
97,86,24,6.35,14.42,59.11,635.84,3,2,36.5
83,49,102,7.45,30.25,81.61,445.1,0,3,20.599999999999998
49,66,63,5.01,19.52,84.55,2810.72,4,5,41.3
77,20,25,6.55,37.57,62.62,1561.35,5,1,61.9
50,81,93,5.62,33.6,71.97,2903.03,2,5,24.5
109,47,98,5.14,36.25,66.64,2369.68,1,0,15.0
119,26,113,6.21,15.79,78.65,2870.58,5,1,12.299999999999999
147,84,33,5.02,14.52,36.19,2632.0,3,2,18.5
78,35,89,7.3,37.96,54.08,1833.33,0,1,31.499999999999993
130,48,89,6.32,22.13,45.18,832.33,6,3,12.0
135,76,34,6.62,22.47,30.39,911.33,2,2,24.1
31,34,55,5.09,30.54,79.8,1239.86,4,5,59.49999999999999
64,39,64,5.06,21.92,38.05,268.03,5,1,44.5
85,55,10,6.83,36.26,49.4,2067.15,2,2,55.0
123,50,59,8.44,38.77,82.01,1754.48,1,6,25.5
117,59,59,4.89,19.98,73.28,482.87,3,0,24.6
88,53,42,5.64,16.24,64.06,2509.67,0,5,41.9
24,19,80,7.98,12.26,48.62,2503.49,4,5,56.099999999999994
82,82,111,4.79,16.43,60.92,532.0,1,0,7.399999999999997
23,11,118,8.0,14.18,33.37,770.89,5,5,43.599999999999994
134,30,101,6.6,10.87,73.64,901.09,2,1,11.4
60,84,112,6.13,11.4,44.24,1671.81,2,4,13.0
159,83,37,5.74,25.28,58.75,2845.77,4,2,13.6
117,34,41,5.69,31.23,35.67,2062.78,1,1,39.3
74,78,97,5.72,39.5,72.65,2107.05,1,2,16.6
64,31,17,8.04,14.67,83.75,1015.92,4,1,65.7
78,78,53,7.4,30.95,57.36,1947.6,5,5,33.0
154,82,105,7.18,26.62,34.99,791.64,5,3,0.0
140,20,37,7.69,24.34,86.7,2190.91,5,1,38.2
144,53,76,5.53,31.66,56.82,857.6,4,3,11.499999999999998
71,14,16,6.97,17.16,34.82,239.16,1,1,69.1
30,15,15,6.34,19.34,41.31,1666.34,2,5,81.5
115,25,102,7.63,21.54,37.19,1034.39,6,1,18.2
69,55,54,5.74,15.47,41.85,1961.11,3,3,42.2
115,33,23,7.07,24.36,39.35,2288.98,3,1,47.400000000000006
142,23,54,8.03,13.96,85.37,2478.61,0,1,29.9
67,33,68,6.11,19.54,42.54,2948.14,2,1,43.8
153,85,49,4.77,13.39,56.52,1755.62,5,0,10.0
69,32,92,6.56,11.08,73.79,1550.93,5,1,33.900000000000006
101,48,55,5.88,20.66,70.62,887.58,4,2,34.3
150,15,68,7.19,28.53,87.39,2291.2,1,1,24.3
60,30,98,8.3,14.56,87.96,1551.57,2,1,34.8
47,82,46,6.44,39.8,64.24,1115.74,1,5,43.9
148,55,91,6.36,18.23,75.14,1409.86,1,1,3.6999999999999993
52,50,77,7.12,10.68,53.16,1237.37,2,5,39.6
30,68,74,4.91,10.84,55.76,2939.81,3,5,42.0
47,78,106,5.51,30.0,36.26,833.78,0,5,21.1
66,51,37,8.18,30.1,70.41,1360.66,0,2,51.099999999999994
93,68,50,7.18,37.08,46.24,1060.43,1,0,32.699999999999996
91,44,92,4.55,12.73,34.79,680.58,1,0,23.7
156,50,106,5.32,21.29,35.89,1038.54,1,0,0.0
102,76,24,7.23,36.68,73.34,1570.09,1,2,38.0
133,74,118,7.56,33.93,43.74,1968.52,0,2,0.0
27,28,96,7.86,17.0,76.2,1927.25,5,5,46.1
88,88,102,5.67,36.7,84.36,2363.49,4,3,7.399999999999999
97,28,48,8.22,30.42,50.45,399.57,0,1,44.3
64,34,87,6.71,17.93,77.63,1080.2,1,1,36.800000000000004
126,48,103,7.29,11.34,55.72,1187.23,6,6,7.599999999999996
57,42,75,6.89,24.92,76.33,2138.19,4,5,41.3
159,89,86,4.99,31.39,48.4,781.01,6,0,0.0
86,49,113,8.35,18.06,85.89,800.05,5,6,15.299999999999999
123,21,37,4.99,15.06,89.23,466.57,3,1,43.0
89,39,40,5.52,12.26,53.17,1693.23,1,1,46.6
118,79,21,7.75,35.26,41.94,2234.94,2,2,33.5
63,51,22,6.97,11.64,71.12,2153.42,6,2,58.0
65,23,12,7.85,28.28,65.02,2279.83,1,1,69.8
148,14,72,6.56,32.9,89.49,674.8,1,1,23.6
141,45,38,6.01,33.41,78.7,1842.36,3,2,30.0
63,68,73,8.19,29.61,80.11,461.3,4,6,32.49999999999999
103,66,103,4.65,29.58,73.59,2906.7,1,0,9.1
106,69,85,7.92,24.22,51.05,494.25,4,6,14.5
103,87,94,5.42,22.5,86.15,2657.3,0,0,6.3999999999999995
115,72,75,7.89,14.12,57.94,307.47,3,6,14.9
65,58,59,5.06,26.06,53.97,1687.18,0,0,40.5
91,74,89,6.82,12.13,41.65,2587.72,3,4,15.9
113,61,105,8.05,24.05,48.24,1976.93,6,6,6.800000000000001
150,18,101,6.39,31.93,30.14,1582.69,6,1,10.199999999999998
90,25,82,7.49,23.29,69.59,556.64,1,1,33.7
59,44,26,7.72,25.25,66.33,2045.86,4,5,59.7
93,83,65,7.45,35.27,54.18,1886.52,5,1,22.2
34,25,92,8.2,29.4,88.03,1484.24,2,5,46.5
138,42,16,6.29,13.83,71.59,857.82,4,2,40.6
40,60,45,5.19,26.29,44.56,816.31,4,5,53.0
40,70,49,4.69,20.94,52.72,2916.03,2,5,48.4
79,88,10,5.49,16.2,60.95,2902.16,4,2,46.900000000000006
125,68,51,5.07,29.44,62.72,2823.5,3,0,22.700000000000003
84,81,45,6.73,21.6,46.54,1644.78,5,3,33.5
88,13,48,5.24,33.02,44.97,2967.17,5,1,51.5
129,11,10,4.66,27.6,47.97,1032.81,2,1,55.0
45,80,97,4.64,13.13,87.8,1395.28,1,5,24.7
94,67,72,7.83,20.51,51.57,688.13,5,6,23.9
74,71,83,6.87,18.1,52.45,1499.5,4,1,24.3
132,34,84,5.93,14.5,73.21,718.07,1,1,17.599999999999998
65,80,111,8.08,34.01,39.77,385.47,1,6,13.1
89,34,95,4.78,21.36,68.59,227.95,4,1,26.1
151,75,65,8.42,28.4,69.97,1259.7,5,6,7.2
73,35,40,6.97,36.46,33.87,2713.29,1,1,52.599999999999994
106,64,10,5.23,26.29,41.4,1424.7,2,2,46.0
115,12,50,7.22,17.74,57.99,2007.72,3,1,42.9
139,55,20,7.55,33.72,80.13,2490.11,5,2,34.8
55,38,15,6.22,23.07,73.94,1748.26,5,5,67.1
53,67,60,7.95,26.92,82.41,1776.95,1,5,41.0
153,20,73,5.1,37.06,81.06,1667.56,5,1,19.900000000000002
105,30,118,5.62,24.68,60.69,550.24,4,1,13.299999999999999
52,52,90,4.87,20.04,67.34,1979.83,5,5,33.8
74,13,87,5.34,31.82,85.25,2224.89,2,1,40.1
42,78,105,5.45,14.01,74.46,200.78,2,5,23.0
144,79,29,8.17,37.41,51.47,433.38,1,2,22.5
63,31,13,4.81,37.47,51.02,1716.71,1,1,67.6
119,15,48,6.21,27.38,52.0,2549.05,4,1,41.599999999999994
47,87,56,6.63,14.63,59.71,1692.74,3,5,38.4
83,31,31,8.09,23.56,51.75,1416.71,4,1,54.4
67,25,102,8.49,22.7,41.25,2823.0,6,1,32.599999999999994
78,45,51,7.51,18.95,65.7,413.65,6,5,43.699999999999996
78,59,110,8.38,15.25,82.15,586.96,1,6,15.899999999999999
62,67,86,7.65,17.91,59.55,2118.39,0,4,27.9
91,80,88,8.35,26.67,43.15,504.71,5,6,14.5
62,60,44,7.33,30.57,78.78,578.38,6,3,46.8
32,87,34,4.82,39.39,75.34,2641.4,6,5,51.7
158,56,12,6.11,16.47,72.01,788.54,5,2,32.0
125,62,60,7.09,16.12,70.48,1942.81,6,1,20.9
113,15,21,5.9,13.51,76.94,1310.93,0,1,54.2
69,34,23,5.59,38.17,79.82,582.83,0,1,60.900000000000006
68,12,49,6.81,21.46,83.89,1281.05,5,1,57.4
122,22,41,8.23,37.72,66.6,1365.48,3,1,41.4
109,62,59,4.64,36.68,53.62,1960.18,0,0,26.1
110,76,77,7.58,11.32,35.39,629.77,5,0,14.399999999999999
105,40,38,7.39,18.39,73.34,304.59,3,2,42.3
32,76,40,8.36,19.08,38.47,1896.77,4,5,52.6
26,64,105,8.22,18.32,82.11,383.14,2,5,31.999999999999993
61,75,33,7.55,22.76,54.35,630.83,2,2,47.0
159,14,20,6.58,24.98,82.57,2948.12,3,1,41.1
32,18,39,5.32,32.75,61.11,263.74,3,5,70.4
31,38,28,6.68,18.03,57.21,1998.38,6,5,69.1
57,44,45,7.56,18.96,51.81,588.71,1,5,52.699999999999996
22,44,15,8.08,27.96,33.68,2499.3,6,5,75.19999999999999
81,59,11,7.66,15.38,30.69,1828.94,6,2,54.6
56,39,112,5.28,24.2,60.52,1522.92,4,5,27.7
43,24,28,6.9,17.53,84.07,1489.14,2,5,69.7
111,38,55,5.83,15.94,65.17,2078.64,3,1,34.3
87,34,49,4.54,33.87,81.74,2548.31,3,1,45.099999999999994
83,84,27,5.3,31.21,89.99,219.4,5,2,40.1
37,66,114,4.95,17.49,40.72,256.7,6,5,24.5
87,60,45,7.87,22.46,69.57,962.87,2,6,38.9
77,77,55,5.53,14.63,55.01,2267.13,0,3,32.8
142,67,65,5.64,11.6,42.53,742.59,1,3,12.3
64,21,61,8.34,27.56,44.45,1338.85,6,1,51.1
72,78,63,6.02,20.91,44.68,1621.26,1,3,30.8
46,46,65,4.54,16.22,73.78,1244.22,6,5,47.4
137,34,29,5.64,13.44,51.3,1500.98,6,1,38.1
55,77,110,4.98,30.4,45.34,2436.5,4,5,17.4
119,33,10,4.91,18.14,83.16,841.76,5,1,51.4
125,45,32,4.81,37.22,32.06,1114.87,6,2,37.2
120,11,47,6.87,15.78,74.14,1674.42,0,1,42.9
130,44,29,5.26,17.31,87.63,2622.26,0,2,37.2
33,17,13,5.94,35.55,67.54,774.65,2,5,80.8
22,82,111,7.95,27.17,62.89,1669.31,5,5,25.4
53,37,78,6.2,13.25,33.69,2652.17,3,5,42.8
67,69,15,8.16,26.48,60.18,515.01,2,2,54.2
91,63,72,6.49,19.24,51.68,2220.02,6,0,25.999999999999996
124,53,99,6.1,32.11,76.69,826.44,2,0,8.299999999999997
54,19,10,7.5,12.33,78.71,686.1,3,5,75.1
116,14,72,4.79,37.54,40.06,861.78,3,1,33.2
128,56,88,4.86,24.35,61.33,1608.02,1,0,10.599999999999998
128,40,89,7.11,32.03,81.6,1889.51,2,5,15.000000000000002
52,38,96,6.45,31.14,67.47,743.9,4,5,35.6
134,12,114,7.66,15.35,58.86,513.5,2,1,11.599999999999998
73,35,95,8.17,36.4,83.88,1467.46,1,1,30.599999999999994
58,11,63,6.05,16.98,87.99,360.71,5,5,55.099999999999994
129,88,78,6.89,15.72,44.12,1709.02,0,1,4.7
57,86,52,6.5,25.62,40.97,2112.04,5,5,37.3
92,65,14,8.43,39.54,81.89,2848.21,1,2,48.3
131,23,79,7.82,19.4,44.58,600.23,4,1,23.199999999999996
120,85,75,8.15,38.93,80.87,1413.27,0,6,9.5
66,24,19,5.52,23.05,48.07,918.78,5,1,66.4
145,54,45,7.59,35.04,31.15,810.13,1,3,23.3
84,56,119,5.56,25.9,55.32,1654.67,4,3,11.399999999999999
119,29,44,5.33,16.16,32.42,601.63,6,1,39.0
61,27,54,8.28,36.4,42.48,243.16,6,1,52.99999999999999
121,88,32,4.58,12.16,58.76,653.98,3,2,25.5
74,70,71,8.36,30.48,32.31,1139.44,1,6,29.400000000000002
78,85,56,5.1,34.92,31.99,230.72,0,0,29.7
93,14,25,7.78,34.96,39.31,2599.97,5,1,58.9
70,67,46,5.6,29.66,57.77,1834.0,3,0,41.5
158,86,51,5.9,17.53,88.44,276.04,2,1,7.400000000000002
55,69,44,5.37,25.95,35.6,840.12,1,5,46.2
61,22,49,6.84,28.89,67.32,2060.12,2,1,56.49999999999999
121,89,25,5.89,36.69,59.82,283.83,0,2,28.0
118,49,78,7.13,14.79,33.61,1255.5,6,4,19.7
147,76,20,4.56,23.95,32.05,470.66,3,2,26.1
32,61,60,4.76,19.99,43.31,1296.48,0,5,49.1
118,11,102,4.9,22.83,71.09,2910.46,1,1,21.499999999999996
71,62,119,6.18,15.49,87.74,1474.02,3,1,13.499999999999996
159,76,84,7.76,16.52,63.36,1918.35,0,3,0.0
159,20,119,8.05,33.1,32.75,1343.64,1,1,0.0
81,20,89,5.48,24.35,45.48,1082.06,2,1,35.1
139,19,98,6.8,25.42,86.54,1909.74,0,1,14.400000000000002
112,37,59,7.57,36.92,30.75,1938.05,3,1,32.7
63,20,76,5.66,17.2,66.14,1922.93,1,1,45.699999999999996
151,16,76,6.14,19.88,40.74,275.09,4,1,20.5
142,38,74,6.6,19.26,33.97,2150.29,3,1,17.4
109,74,21,5.04,29.78,45.27,2092.34,0,2,37.7
155,61,16,4.6,26.87,86.22,396.37,4,2,29.8
67,24,52,5.11,24.15,75.71,732.47,1,1,52.900000000000006
155,16,118,7.01,30.04,40.27,1656.98,6,1,2.4999999999999982
79,77,55,4.79,24.52,33.94,1210.18,0,0,32.2
43,64,105,5.26,34.48,59.59,1812.85,5,5,26.9
36,12,31,5.85,22.31,33.16,2329.16,2,5,74.19999999999999
84,29,85,4.81,36.72,54.24,1734.57,0,1,33.1
125,12,15,5.27,13.59,78.02,1485.14,3,1,53.9
74,38,47,8.15,12.82,60.04,938.21,6,1,48.6
96,29,48,4.58,29.67,83.81,1923.38,3,1,44.3
80,19,111,7.11,21.69,77.48,2516.22,5,1,26.9
50,70,69,6.04,23.67,63.32,934.72,4,5,37.4
120,46,114,7.19,30.88,77.42,2406.79,6,3,5.599999999999998
47,60,94,6.85,16.44,35.69,1369.3,6,5,31.299999999999997
51,51,71,5.39,11.32,42.08,513.21,3,5,42.0
26,82,101,7.89,23.17,72.03,2749.77,6,5,28.199999999999996
33,84,105,6.47,36.84,30.34,2108.58,0,5,23.9
92,39,36,7.79,23.52,30.28,2554.82,1,1,47.3
89,54,58,6.12,27.16,52.82,2033.74,2,2,34.900000000000006
49,33,24,8.44,16.25,82.02,545.9,3,5,66.8
31,40,42,7.58,23.92,88.85,1716.54,4,5,62.9
22,32,105,8.36,24.42,68.99,1974.16,2,5,42.8
86,62,55,6.56,17.05,87.02,931.41,3,0,34.599999999999994
105,51,107,6.39,14.91,80.86,1966.52,3,3,11.399999999999999
134,45,80,7.52,20.51,42.09,1787.01,4,2,15.3
127,43,22,8.02,11.17,54.24,260.44,4,2,41.2
101,35,62,8.36,14.99,67.43,2671.15,4,1,35.4
23,80,48,5.8,31.94,39.08,1694.78,1,5,50.900000000000006
39,34,59,7.69,29.47,48.79,1836.23,4,5,55.49999999999999
64,12,79,5.34,19.38,75.38,623.72,4,1,46.6
114,52,69,6.68,26.53,50.68,2451.16,5,6,23.6
149,15,18,5.22,34.88,85.56,1688.12,6,1,44.6
113,63,115,5.89,35.17,54.41,447.91,3,3,2.1999999999999993
50,61,13,8.23,29.63,43.19,2162.57,4,5,62.5
47,22,103,5.08,13.72,42.61,1569.01,4,5,39.099999999999994
92,75,101,7.03,14.89,71.23,1137.05,1,3,10.499999999999998
78,65,30,6.87,18.75,52.09,2780.43,4,2,46.099999999999994
158,56,21,4.98,30.12,44.24,2499.58,1,2,28.4
68,86,86,5.8,17.74,71.63,319.82,4,3,20.4
137,74,59,6.75,23.93,55.28,2156.16,0,5,14.1
36,75,22,5.25,34.77,80.76,681.98,0,5,58.9
145,77,61,7.7,36.75,62.94,246.7,6,3,10.0
151,22,100,8.39,35.16,88.33,812.19,5,1,9.099999999999998
100,39,101,5.36,13.49,52.47,333.71,6,1,18.9
125,85,91,5.25,37.32,46.93,1987.06,1,0,1.5999999999999996
109,42,110,6.32,30.52,68.67,2320.87,0,3,11.7
103,47,89,7.49,28.56,72.5,698.81,5,5,20.4
61,52,30,5.63,17.43,31.02,786.18,5,2,55.1
67,12,64,4.58,37.85,70.16,575.37,1,1,51.699999999999996
61,52,19,6.66,10.52,40.86,1774.63,0,2,59.5
73,82,87,8.33,12.47,87.53,1570.14,2,6,19.699999999999996
116,80,101,6.07,14.61,64.56,217.22,4,0,1.799999999999999
156,13,38,6.18,30.82,37.6,1234.97,6,1,35.099999999999994
27,41,20,8.38,28.69,33.16,446.53,4,5,72.6
131,10,39,7.28,38.34,82.78,1821.16,2,1,43.1
129,22,49,7.38,20.47,81.04,1526.6,2,1,36.1
89,45,100,6.75,20.43,56.05,1484.9,5,3,20.8
156,35,58,8.4,30.09,35.25,2258.38,5,1,20.5
130,86,12,7.26,15.22,53.4,1486.23,1,2,31.400000000000002
130,31,10,8.08,23.92,75.63,1561.31,0,1,48.7
24,20,41,7.3,10.46,69.69,1971.37,2,5,71.4
91,34,48,7.44,27.76,81.91,1043.8,1,1,44.3
83,88,94,5.66,33.52,75.07,2824.73,1,2,12.099999999999998
54,54,11,5.71,16.11,49.81,988.14,0,5,64.19999999999999
79,45,83,7.63,19.22,50.47,2758.57,6,3,30.6
108,43,40,5.69,13.96,68.87,2478.31,0,6,39.7
119,43,27,6.75,28.47,48.61,2737.49,6,2,41.6
58,41,16,5.5,26.92,82.06,713.18,4,5,64.9
132,34,14,7.77,34.79,49.66,847.54,1,1,45.6
153,76,38,4.94,39.11,59.34,2573.89,5,2,17.1
107,68,77,7.82,39.51,32.59,2880.08,5,6,17.7
138,66,55,6.91,13.22,37.09,2308.99,4,3,17.8
37,38,65,5.25,26.59,37.91,1986.41,5,5,52.5
131,30,12,6.67,33.69,50.65,2466.34,6,1,47.900000000000006
20,82,22,5.63,29.77,37.0,316.47,4,5,61.6
36,30,76,5.79,36.91,57.43,2592.16,3,5,50.8
140,80,81,5.91,23.25,46.15,987.16,6,5,2.6
133,56,59,4.75,22.81,46.35,358.64,5,0,20.7
153,41,13,8.44,10.78,56.73,2108.47,5,2,37.6
77,31,51,4.63,10.47,81.23,2307.8,6,1,48.199999999999996
91,51,108,7.15,30.78,75.7,1956.11,0,6,15.199999999999998
142,20,85,5.98,24.14,83.02,1180.39,2,1,18.4
143,67,33,7.08,29.81,89.41,528.18,5,2,24.8
67,87,111,5.92,17.15,30.67,2353.17,2,1,10.399999999999997
75,50,28,7.2,35.89,71.55,332.6,6,2,52.3
156,34,109,7.42,37.09,37.19,2327.15,5,1,0.3999999999999986
140,25,108,7.26,29.87,86.21,2880.86,4,1,8.299999999999999
50,75,91,4.96,18.33,43.61,2991.08,2,5,27.1
84,79,49,7.13,16.48,51.0,1309.66,1,6,32.5
124,43,43,5.62,28.76,88.74,504.26,5,4,33.7
80,55,98,4.62,38.22,82.03,464.69,1,0,21.3
157,57,16,6.16,27.34,32.83,1576.29,0,2,30.4
145,46,84,6.23,35.18,32.81,2416.91,3,1,10.1
96,31,47,6.37,26.96,79.13,334.06,2,1,44.1
42,89,28,7.32,30.24,34.22,671.32,2,5,50.5
146,16,108,5.74,27.03,81.1,1848.13,4,1,9.199999999999998
112,56,54,5.76,27.26,85.48,439.28,5,0,29.0
77,86,29,4.74,32.18,31.43,2659.55,3,2,40.5
116,26,100,7.25,21.89,43.2,1608.68,3,1,18.4
149,12,104,6.77,37.12,31.39,1283.14,6,1,11.099999999999998
31,21,98,5.9,35.9,34.37,237.05,2,5,46.19999999999999
123,79,11,7.32,31.76,62.04,516.37,1,2,36.0
111,85,102,6.65,32.3,73.81,2517.3,6,5,1.3999999999999986
54,84,46,6.38,22.4,58.77,2157.1,4,5,41.2
93,28,40,6.55,34.98,53.16,257.08,3,1,48.699999999999996
130,40,51,7.05,37.98,42.4,2927.12,0,5,29.6
127,11,15,7.14,33.85,44.19,1189.11,0,1,53.599999999999994
140,27,119,5.66,13.99,64.94,1897.89,5,1,3.299999999999997
83,64,94,5.06,33.6,81.35,2223.28,3,0,19.299999999999997
37,13,106,5.13,23.94,54.27,2878.25,3,5,43.6
158,31,18,7.06,28.26,86.38,2693.21,3,1,37.1
84,87,83,7.99,39.73,33.13,1872.76,0,6,16.5
23,87,95,6.14,20.78,79.75,590.18,5,5,30.0
26,43,104,5.18,20.46,50.32,2566.06,5,5,38.699999999999996
94,57,62,7.53,17.89,82.13,2486.91,0,3,30.9
74,79,20,7.83,13.81,85.16,1989.6,6,2,47.1
141,85,92,8.02,15.05,72.02,2969.85,0,6,0.0
46,33,114,6.93,25.43,51.3,1679.23,6,5,31.699999999999996
159,54,85,7.94,37.29,57.42,798.45,4,6,3.0999999999999996
155,19,111,4.56,34.3,63.11,910.55,3,1,4.4
135,55,25,4.93,15.47,57.72,1338.51,2,2,34.0
42,45,22,4.87,26.85,77.47,1383.57,4,5,66.1
45,60,47,7.35,35.41,76.29,2527.24,2,5,50.7
25,41,22,4.78,26.18,30.76,2683.45,2,5,72.4
140,41,24,6.49,37.34,39.1,1271.67,5,2,37.1
78,24,27,6.39,37.24,51.81,2846.84,0,1,59.6
27,18,25,5.74,20.45,70.35,2798.64,2,5,77.5
59,67,50,7.98,36.22,43.78,1349.61,1,5,43.2
103,45,59,5.18,27.55,49.37,2630.6,1,0,33.0
77,31,115,5.91,24.4,57.72,515.9,0,1,22.599999999999994
135,22,117,7.6,33.23,65.37,1631.45,1,1,7.099999999999998
150,50,78,4.62,33.69,84.11,2195.49,5,0,9.8
98,87,100,7.19,30.26,78.28,1167.59,5,6,5.5
84,35,75,7.77,34.33,51.55,264.66,2,1,35.3
76,70,50,8.23,38.54,76.08,355.3,4,6,37.2
36,53,36,8.01,36.19,79.96,2704.77,6,5,59.9
71,39,68,5.78,12.23,61.34,1651.78,1,1,40.8
77,86,74,6.85,35.5,47.76,626.43,4,4,22.5
95,46,23,4.81,33.45,86.58,2725.93,5,2,49.5
122,67,44,5.53,37.8,87.74,2838.11,6,6,26.700000000000003
45,44,32,4.88,32.19,43.48,1113.0,2,5,61.5
46,58,116,5.76,36.34,77.1,1840.76,5,5,23.4
43,68,31,8.0,10.31,32.51,1112.23,1,5,55.300000000000004
100,16,36,5.89,39.33,30.14,2230.73,2,1,51.800000000000004
158,44,59,6.75,15.73,51.09,2854.21,4,4,16.799999999999997
105,48,34,6.23,35.93,57.75,278.0,1,2,41.5
155,15,107,6.34,37.89,62.78,1518.44,2,1,7.199999999999999
51,87,63,8.38,10.07,52.7,2437.41,5,5,34.4
48,74,58,5.68,37.41,37.73,2129.68,4,5,41.2
125,36,100,7.01,34.88,50.69,710.26,4,1,12.7
115,20,108,6.18,37.67,79.31,1298.14,0,1,17.299999999999997
140,18,94,4.74,15.31,50.14,1511.19,3,1,15.999999999999996
123,19,112,6.46,33.32,65.54,2285.92,5,1,13.599999999999998
152,63,12,7.75,24.62,70.85,1485.48,0,2,31.700000000000003
147,52,34,4.9,17.73,73.95,1079.16,2,2,27.700000000000003
108,59,77,4.78,32.69,59.28,1362.01,0,0,20.099999999999998
61,55,66,5.11,24.2,37.54,2907.29,1,0,39.800000000000004
29,72,24,7.56,37.0,84.03,330.95,0,5,61.099999999999994
45,58,76,7.4,31.32,45.62,1134.62,0,5,39.7
95,40,20,6.76,14.17,50.34,754.33,5,2,52.5
58,72,101,6.37,17.52,76.43,1321.41,1,5,21.599999999999994
71,17,12,8.05,17.94,75.81,1840.11,4,1,69.8
142,49,27,7.57,20.32,83.78,743.99,3,2,32.900000000000006
77,69,119,7.75,29.99,32.02,1394.19,1,6,9.599999999999998
95,60,62,7.75,36.83,82.47,2517.98,1,2,29.7
119,14,18,7.07,27.81,77.53,1997.95,5,1,53.900000000000006
37,40,88,6.33,32.55,61.51,2101.88,2,5,42.699999999999996
61,16,113,7.96,19.5,39.57,2833.02,5,1,32.699999999999996
21,54,81,8.2,25.67,62.7,1345.09,4,5,46.099999999999994
52,56,49,4.6,25.12,41.64,2994.43,3,5,48.99999999999999
78,23,65,4.71,31.03,87.9,1269.72,0,1,44.699999999999996
119,34,23,8.33,25.54,72.53,711.52,6,1,45.9
92,56,111,5.61,20.03,65.77,2460.97,2,3,12.199999999999998
104,55,70,7.99,17.32,78.8,1627.92,0,6,25.299999999999997
41,54,22,6.06,17.64,61.95,1165.86,2,5,63.699999999999996
36,40,112,4.98,39.43,33.62,889.71,4,5,33.39999999999999
150,61,56,4.82,20.72,45.54,2500.18,3,0,15.3
51,13,83,5.13,34.2,88.9,1779.19,1,5,48.599999999999994
52,55,117,5.5,12.14,81.05,1948.36,5,5,22.099999999999998
29,38,103,6.45,12.69,85.65,1494.35,3,5,39.699999999999996
24,58,14,7.31,30.58,35.87,800.51,2,5,70.8
87,74,95,8.45,23.72,44.88,1145.23,4,6,14.7
121,10,108,6.27,36.41,33.79,560.38,3,1,18.5
92,77,14,6.57,35.87,79.33,1155.33,2,2,44.7
